Source,d(kpc),d_err,Av,Av_err,M_BH,M_BH_err,Optical,Outburst,V_mag,Reddened flux (mJy),De-reddened flux (mJy),X-ray MJD,F_X_unabs,log(Lx_bol),log(Lx/L_Edd),log(L_opt),log(Lopt/L_Edd),optical lag,lag_err
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54954.30062,2009hard,16.52,0.896651903,17.89055752,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54955.30827,2009hard,17.02,0.565749104,11.28817866,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54956.24581,2009hard,16.49,0.92177277,18.39178471,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54959.33055,2009hard,16.56,0.864219128,17.24343858,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54960.38018,2009hard,16.54,0.880286161,17.56401804,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54961.25484,2009hard,16.51,0.904948521,18.05609681,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54962.32737,2009hard,16.68,0.773791357,15.43916735,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54964.24514,2009hard,16.49,0.92177277,18.39178471,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54965.31938,2009hard,16.48,0.930301829,18.5619618,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54966.31743,2009hard,16.5,0.913321907,18.22316781,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54967.38642,2009hard,16.52,0.896651903,17.89055752,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54968.25423,2009hard,16.46,0.947597431,18.90705443,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54969.29169,2009hard,16.56,0.864219128,17.24343858,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54970.32726,2009hard,16.54,0.880286161,17.56401804,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54971.31998,2009hard,16.49,0.92177277,18.39178471,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54972.37442,2009hard,16.5,0.913321907,18.22316781,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54973.3391,2009hard,16.5,0.913321907,18.22316781,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54974.26405,2009hard,16.53,0.888431349,17.7265359,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54975.19626,2009hard,16.49,0.92177277,18.39178471,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54976.37612,2009hard,16.55,0.872215649,17.40299016,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54982.22028,2009hard,16.57,0.85629592,17.08534979,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54983.31096,2009hard,16.52,0.896651903,17.89055752,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54984.25443,2009hard,16.43,0.974145603,19.43676011,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54985.31205,2009hard,16.53,0.888431349,17.7265359,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54986.2073,2009hard,16.53,0.888431349,17.7265359,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54987.2529,2009hard,16.58,0.848445351,16.92871036,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54988.14696,2009hard,16.42,0.983159261,19.61660623,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54989.19383,2009hard,16.59,0.840666758,16.77350701,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54990.30017,2009hard,16.57,0.85629592,17.08534979,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54991.25548,2009hard,16.58,0.848445351,16.92871036,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54992.22953,2009hard,16.71,0.752703394,15.01840717,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54993.21258,2009hard,16.58,0.848445351,16.92871036,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54994.29197,2009hard,16.73,0.738965009,14.74429035,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54995.2855,2009hard,16.62,0.817756255,16.31638238,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54998.13382,2009hard,16.82,0.680180026,13.57137574,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,55003.31368,2009hard,16.77,0.712235923,14.21097497,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,55004.19439,2009hard,16.69,0.766697195,15.29762021,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,55005.22053,2009hard,16.84,0.667765342,13.32367021,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,55007.12659,2009hard,16.88,0.643611617,12.84174005,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,55008.0655,2009hard,16.76,0.718826161,14.3424675,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,55010.14582,2009hard,16.87,0.649566882,12.96056321,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,55012.16342,2009hard,16.93,0.614644323,12.26376654,55011.34,8.56E-10,37.05306083,-1.818161725,35.41498459,-3.456237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,55013.04825,2009hard,16.88,0.643611617,12.84174005,55013.33,1.79E-09,37.37365342,-1.497569135,35.43498459,-3.436237962,10,5
