Source,d(kpc),d_err,Av,Av_err,M_BH,M_BH_err,Optical,Outburst,V_mag,Reddened flux (mJy),De-reddened flux (mJy),X-ray MJD,F_X_unabs,log(Lx_bol),log(Lx/L_Edd),log(L_opt),log(Lopt/L_Edd),optical lag,lag_err
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54543.37934,2008hard,17.83,0.268301978,5.353328259,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54544.22562,2008hard,17.45,0.38073594,7.596680732,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54545.24744,2008hard,17.93,0.244694312,4.882293399,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54546.26143,2008hard,18.11,0.207311729,4.136412811,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54547.33673,2008hard,17.92,0.246958441,4.927468703,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54548.32068,2008hard,18.11,0.207311729,4.136412811,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54550.25122,2008hard,17.87,0.258597234,5.159693149,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54551.33716,2008hard,18.04,0.221117887,4.41188186,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54552.32395,2008hard,18.08,0.213119837,4.252299786,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54553.34689,2008hard,17.96,0.238025713,4.749237349,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54554.35594,2008hard,18,0.229416091,4.577452797,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54555.3598,2008hard,18.07,0.21509181,4.291645831,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54556.32746,2008hard,18.13,0.203527864,4.060914769,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54557.28975,2008hard,18.15,0.199813062,3.986794721,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54558.33909,2008hard,18.16,0.197981165,3.950243567,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54559.35609,2008hard,18.06,0.21708203,4.331355941,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54560.34534,2008hard,18.1,0.209229961,4.174686568,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54561.20842,2008hard,18.26,0.180560968,3.602664952,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54562.24501,2008hard,18.14,0.201661909,4.023684079,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54566.31614,2008hard,17.95,0.240228138,4.793181501,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54567.32998,2008hard,18.16,0.197981165,3.950243567,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54569.34508,2008hard,18.24,0.183917847,3.669643494,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54571.23118,2008hard,18.28,0.177265359,3.536908906,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54572.31762,2008hard,18.13,0.203527864,4.060914769,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54573.30411,2008hard,18.34,0.16773507,3.346754643,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54574.323,2008hard,17.82,0.270784546,5.402861995,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54575.28561,2008hard,18.32,0.170853498,3.408975457,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54576.35793,2008hard,18.34,0.16773507,3.346754643,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54577.32905,2008hard,18.34,0.16773507,3.346754643,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54578.23755,2008hard,18.08,0.213119837,4.252299786,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54579.27963,2008hard,18.38,0.161667929,3.22569926,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54580.27117,2008hard,18.36,0.16467356,3.285669486,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54581.32839,2008hard,17.94,0.242450941,4.837532264,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54582.34053,2008hard,17.98,0.233681254,4.662553999,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54583.3405,2008hard,18.12,0.205411084,4.098489951,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54584.34634,2008hard,18.36,0.16467356,3.285669486,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54587.35508,2008hard,17.97,0.23584348,4.70569608,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54588.35027,2008hard,17.71,0.299656619,5.978935586,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54589.27004,2008hard,18.11,0.207311729,4.136412811,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54590.14325,2008hard,17.9,0.251549741,5.019077186,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54591.33594,2008hard,18.06,0.21708203,4.331355941,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54592.31158,2008hard,18.27,0.178905575,3.569635521,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54593.23428,2008hard,18.2,0.190819993,3.807359401,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54594.27644,2008hard,18.13,0.203527864,4.060914769,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54595.0942,2008hard,17.93,0.244694312,4.882293399,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54596.22318,2008hard,18.32,0.170853498,3.408975457,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54597.21167,2008hard,17.96,0.238025713,4.749237349,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54598.23182,2008hard,18.2,0.190819993,3.807359401,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54599.29218,2008hard,18.01,0.227312791,4.535486458,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54600.25435,2008hard,17.68,0.308051888,6.146443227,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54601.23697,2008hard,18.12,0.205411084,4.098489951,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54602.34038,2008hard,17.99,0.231538851,4.619807447,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54606.24959,2008hard,17.81,0.273290084,5.452854062,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54608.37371,2008hard,17.94,0.242450941,4.837532264,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54609.27705,2008hard,17.87,0.258597234,5.159693149,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54610.24807,2008hard,17.85,0.263404915,5.255619006,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54611.25268,2008hard,17.93,0.244694312,4.882293399,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54612.23041,2008hard,17.95,0.240228138,4.793181501,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54623.21262,2008hard,17.75,0.288817746,5.762671648,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54624.2758,2008hard,17.65,0.316682361,6.318643813,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54625.17867,2008hard,17.77,0.283546228,5.657491037,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54628.19829,2008hard,17.66,0.313779,6.260714139,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54629.15027,2008hard,17.69,0.305227651,6.090092297,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54637.27178,2008hard,17.15,0.501907719,10.01437557,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54638.30711,2008hard,17.28,0.44527045,8.88431349,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54639.27028,2008hard,17.11,0.52074352,10.39019922,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54640.24806,2008hard,16.98,0.586980771,11.71180613,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54641.20712,2008hard,17.05,0.55033087,10.98054446,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54642.24765,2008hard,17.13,0.51123888,10.20055671,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54643.25408,2008hard,17.05,0.55033087,10.98054446,54643.67,7.71E-10,37.00761537,-1.863607184,35.36698459,-3.504237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54644.26481,2008hard,17.2,0.47931815,9.563654419,54644.7,5.67E-10,36.87412308,-1.997099476,35.30698459,-3.564237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54645.26407,2008hard,17.18,0.48822934,9.741456029,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54646.21066,2008hard,17.12,0.515969315,10.2949413,54645.75,4.54E-10,36.77762058,-2.093601976,35.33898459,-3.532237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54647.17294,2008hard,17.03,0.560562285,11.18468802,54647.6,7.58E-10,37.00005028,-1.871172274,35.37498459,-3.496237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54648.1156,2008hard,17.03,0.560562285,11.18468802,54648.44,8.15E-10,37.03148419,-1.839738362,35.37498459,-3.496237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54649.213,2008hard,16.92,0.620331557,12.37724178,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54650.17066,2008hard,17.01,0.570983916,11.39262689,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54651.1111,2008hard,16.94,0.60900923,12.15133166,54651.52,7.51E-10,36.99621196,-1.875010597,35.41098459,-3.460237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54652.17957,2008hard,16.9,0.631864381,12.60735188,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54653.16203,2008hard,17.03,0.560562285,11.18468802,54652.77,8.13E-10,37.0303369,-1.840885659,35.37498459,-3.496237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54654.1981,2008hard,16.86,0.655577251,13.08048583,54653.75,1.00E-09,37.12248674,-1.748735821,35.44298459,-3.428237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54655.22351,2008hard,16.89,0.637710951,12.72400627,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54656.17349,2008hard,16.85,0.661643232,13.20151807,54655.71,8.33E-10,37.04087332,-1.830349241,35.44698459,-3.424237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54657.20436,2008hard,16.99,0.581599299,11.60443164,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54658.21885,2008hard,16.82,0.680180026,13.57137574,54658.72,1.16E-09,37.18339685,-1.687825703,35.45898459,-3.412237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54659.22763,2008hard,16.92,0.620331557,12.37724178,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54660.12688,2008hard,16.81,0.686473655,13.69695013,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54661.24323,2008hard,16.95,0.6034258,12.03992758,54660.99,6.08E-10,36.90434603,-1.966876522,35.40698459,-3.464237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54662.25402,2008hard,16.84,0.667765342,13.32367021,54661.97,9.48E-10,37.09710809,-1.774114471,35.45098459,-3.420237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54663.16022,2008hard,16.86,0.655577251,13.08048583,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54664.17658,2008hard,16.82,0.680180026,13.57137574,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54665.18038,2008hard,16.79,0.699236153,13.95159545,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54666.16952,2008hard,16.91,0.626071414,12.49176699,54665.96,1.24E-09,37.21431061,-1.656911944,35.42298459,-3.448237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54671.14485,2008hard,16.86,0.655577251,13.08048583,54670.95,1.03E-09,37.13459032,-1.736632238,35.44298459,-3.428237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54672.19274,2008hard,16.79,0.699236153,13.95159545,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54674.21078,2008hard,16.79,0.699236153,13.95159545,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54675.19069,2008hard,16.88,0.643611617,12.84174005,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54677.21933,2008hard,16.79,0.699236153,13.95159545,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54678.15375,2008hard,17.01,0.570983916,11.39262689,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54681.16803,2008hard,16.93,0.614644323,12.26376654,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54682.16304,2008hard,17.01,0.570983916,11.39262689,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54683.17544,2008hard,16.85,0.661643232,13.20151807,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54684.10244,2008hard,16.81,0.686473655,13.69695013,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54685.1045,2008hard,16.94,0.60900923,12.15133166,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54687.14194,2008hard,16.94,0.60900923,12.15133166,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54690.16932,2008hard,16.87,0.649566882,12.96056321,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54691.15121,2008hard,16.74,0.732190137,14.60911388,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54698.11387,2008hard,16.94,0.60900923,12.15133166,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54700.09244,2008hard,16.93,0.614644323,12.26376654,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54701.07873,2008hard,16.88,0.643611617,12.84174005,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54702.08294,2008hard,16.84,0.667765342,13.32367021,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54703.12183,2008hard,16.9,0.631864381,12.60735188,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54704.129,2008hard,16.69,0.766697195,15.29762021,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54707.11,2008hard,16.9,0.631864381,12.60735188,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54708.06853,2008hard,16.9,0.631864381,12.60735188,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54709.0854,2008hard,16.89,0.637710951,12.72400627,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54710.10979,2008hard,16.8,0.692825517,13.82368645,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54740.99614,2008hard,17.25,0.45774528,9.133219065,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54742.07212,2008hard,17.14,0.506551814,10.10703744,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54743.02084,2008hard,17.48,0.370359829,7.389650092,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54743.9965,2008hard,17.1,0.525561901,10.48633855,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54745.00708,2008hard,17.45,0.38073594,7.596680732,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54746.04995,2008hard,17.44,0.384258846,7.666971953,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54871.3391,2009hard,18.79,0.110821462,2.211178865,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54873.33788,2009hard,19.18,0.077379136,1.543916735,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54875.3288,2009hard,17.97,0.23584348,4.70569608,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54877.31846,2009hard,18.52,0.14210975,2.835462282,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54879.35844,2009hard,17.72,0.29690935,5.924120375,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54882.38282,2009hard,17.33,0.425229979,8.484453514,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54884.36255,2009hard,17.06,0.545285406,10.87987422,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54885.31035,2009hard,16.76,0.718826161,14.3424675,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54886.35128,2009hard,16.83,0.673944098,13.44695262,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54887.33584,2009hard,16.73,0.738965009,14.74429035,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54888.29558,2009hard,16.55,0.872215649,17.40299016,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54889.30834,2009hard,16.79,0.699236153,13.95159545,54889.15,1.12E-09,37.16861142,-1.702611136,35.47098459,-3.400237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54890.31425,2009hard,16.54,0.880286161,17.56401804,54890.08,1.53E-09,37.30474297,-1.566479587,35.57098459,-3.300237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54891.33751,2009hard,16.63,0.81025902,16.16679289,54891.26,2.02E-09,37.42556473,-1.445657822,35.53498459,-3.336237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54892.34037,2009hard,16.43,0.974145603,19.43676011,54892.1,1.64E-09,37.33483684,-1.536385717,35.61498459,-3.256237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54894.32405,2009hard,16.53,0.888431349,17.7265359,54894.17,2.95E-09,37.5898177,-1.281404854,35.57498459,-3.296237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54895.37091,2009hard,16.66,0.788177213,15.7262029,54895.94,3.42E-09,37.65440269,-1.216819863,35.52298459,-3.348237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54896.35738,2009hard,16.58,0.848445351,16.92871036,54896.22,3.26E-09,37.63306162,-1.238160933,35.55498459,-3.316237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54897.32434,2009hard,16.24,1.160443164,23.15388514,54897.71,5.26E-09,37.84116795,-1.030054606,35.69098459,-3.180237962,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54899.3212,2009hard,16.43,0.974145603,19.43676011,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54900.34254,2009hard,16.31,1.087987422,21.70820302,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54901.35866,2009hard,16.39,1.010703744,20.16619092,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54902.33302,2009hard,16.21,1.192954486,23.80257129,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54903.3472,2009hard,16.36,1.039019922,20.73117294,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54905.34705,2009hard,16.18,1.226376654,24.46943122,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54906.31617,2009hard,16.08,1.344695262,26.83019781,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54907.30779,2009hard,16.14,1.272400627,25.38773021,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54908.36564,2009hard,16.06,1.369695013,27.32900843,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54909.30252,2009hard,16.04,1.395159545,27.83709263,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54910.34159,2009hard,16.19,1.215133166,24.24509413,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54911.33515,2009hard,16.12,1.296056321,25.85972336,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54912.34804,2009hard,16.25,1.149804157,22.94160905,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54913.31289,2009hard,16.17,1.237724178,24.69584408,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54915.35207,2009hard,16.18,1.226376654,24.46943122,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54916.33136,2009hard,16.1,1.320151807,26.34049151,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54916.3406,2009hard,16.1,1.320151807,26.34049151,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54917.36554,2009hard,16.31,1.087987422,21.70820302,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54918.3251,2009hard,16.17,1.237724178,24.69584408,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54919.29409,2009hard,16.18,1.226376654,24.46943122,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54920.29896,2009hard,16.15,1.260735188,25.1549741,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54921.36103,2009hard,16.56,0.864219128,17.24343858,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54922.30926,2009hard,16.24,1.160443164,23.15388514,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54923.32806,2009hard,16.32,1.078012693,21.50918102,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54924.29713,2009hard,16.26,1.139262689,22.73127911,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54925.35051,2009hard,16.2,1.203992758,24.02281377,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54926.2256,2009hard,16.21,1.192954486,23.80257129,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54927.32699,2009hard,16.24,1.160443164,23.15388514,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54928.31709,2009hard,16.33,1.068129413,21.31198366,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54929.28119,2009hard,16.26,1.139262689,22.73127911,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54930.39355,2009hard,16.48,0.930301829,18.5619618,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54931.31226,2009hard,16.26,1.139262689,22.73127911,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54932.30084,2009hard,16.45,0.956365442,19.08199925,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54933.31201,2009hard,16.45,0.956365442,19.08199925,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54934.33907,2009hard,16.43,0.974145603,19.43676011,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54935.32596,2009hard,16.52,0.896651903,17.89055752,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54936.28397,2009hard,16.46,0.947597431,18.90705443,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54937.27832,2009hard,16.58,0.848445351,16.92871036,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54938.3005,2009hard,16.45,0.956365442,19.08199925,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54939.29278,2009hard,16.56,0.864219128,17.24343858,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54940.21897,2009hard,16.49,0.92177277,18.39178471,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54941.31818,2009hard,16.44,0.965214582,19.25856282,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54942.35727,2009hard,16.61,0.82532286,16.46735601,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54943.26588,2009hard,16.54,0.880286161,17.56401804,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54944.23928,2009hard,16.52,0.896651903,17.89055752,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54946.36177,2009hard,16.6,0.832959479,16.61972657,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54947.29957,2009hard,16.45,0.956365442,19.08199925,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54948.28177,2009hard,16.5,0.913321907,18.22316781,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54949.30667,2009hard,16.52,0.896651903,17.89055752,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54951.30459,2009hard,16.52,0.896651903,17.89055752,,,,,,,10,5
GX_339-4,10.5,4.5,3.25,0.25,5.9,3.6,54953.3216,2009hard,16.68,0.773791357,15.43916735,,,,,,,10,5
