57128.458463 17.136933  0.027767 
57135.485253 17.028600  0.017146 
57155.609645 17.147267  0.022694 
57156.431258 17.152600  0.024207 
57167.664635 17.072933  0.028653 
57175.592661 17.161933  0.043886 
57181.528515 17.207933  0.021307 
57196.566890 17.092600  0.019131 
57203.400969 16.991933  0.039987 
57209.490627 16.988933  0.020149 
57226.416168 17.013933  0.019131 
57231.451457 17.063267  0.053879 
57237.423823 16.962267  0.023238 
57246.268806 16.950267  0.016583 
57303.227516 16.876267  0.023108 
57310.391558 16.933267  0.030232 
57322.207729 16.853267  0.047927 
57429.636341 16.759933  0.024597 
57436.656378 16.815267  0.026153 
57443.599975 16.768933  0.037934 
57446.590117 16.806267  0.033690 
57471.541844 16.812600  0.034857 
57482.487646 16.791600  0.033690 
57482.552881 16.817933  0.028142 
57538.479542 16.815600  0.023601 
57542.569770 16.866933  0.012083 
57549.549073 16.859267  0.012610 
57558.571983 16.821267  0.074545 
57576.403534 16.871267  0.012083 
57582.331960 16.816267  0.013675 
57592.374098 16.870267  0.019339 
57601.418325 16.913933  0.012083 
57622.368481 16.935600  0.018735 
57650.432968 17.554267  0.031369 
57657.298173 18.209267  0.067868 
57681.389858 18.955600  0.068753 
57698.198810 20.449600  0.295674 
57783.663806 18.169267  0.064296 
57797.623031 17.067933  0.045651 
57798.621437 16.964933  0.038144 
57799.386816 17.009933  0.030968 
57799.775908 16.967267  0.065628 
57800.773383 17.023600  0.115858 
57801.384364 17.042267  0.031890 
57801.769249 16.964600  0.168639 
#57801.770719 16.952933  0.067209 bad_star8_i'
57802.768061 17.028267  0.068125 
57804.766226 17.032600  0.084676 
57804.772667 17.027933  0.082183 
57807.394323 17.050600  0.019287 
57807.463757 17.057267  0.018735 
57808.108029 17.075267  0.017692 
57809.105297 17.078267  0.019672 
57810.102676 17.064267  0.029360 
57811.099824 17.108267  0.021260 
57814.104309 17.079933  0.019287 
57816.089192 17.081933  0.017146 
57818.083761 17.070267  0.019672 
57818.565527 17.039267  0.016186 
57820.078283 17.065933  0.017692 
57823.070125 17.117600  0.034220 
57824.067304 17.108600  0.057061 
57826.314140 17.118600  0.035285 
57828.056969 17.114933  0.033615 
57830.065173 17.182267  0.064969 
57835.101317 17.222600  0.020857 
57846.038429 17.258600  0.017748 
57846.048233 17.271600  0.017378 
57847.035765 17.283933  0.017748 
57851.278900 17.453267  0.025632 
57853.036542 17.519933  0.035086 
57856.261181 17.869600  0.089917 
57857.620736 18.014267  0.142039 
57862.097209 18.293933  0.037961 
57865.003300 18.992933  0.044102 
57866.989368 20.289600  0.199040 
57868.003333 19.548933  0.067246 
57868.046237 19.720600  0.059925 
57868.054629 19.587600  0.053047 
57870.612631 18.899933  0.047529 
57874.363361 17.899267  0.032772 
57877.616871 18.120600  0.037987 
57879.573685 18.179933  0.033045 
57881.580338 18.441267  0.107215 
57889.559520 18.229933  0.258714 
57893.639086 18.656267  0.043955 
57898.041195 19.803267  0.085147 
57898.704951 19.367933  0.082879 
57899.764824 19.233933  0.084232 
57932.398345 21.197600  0.216254 
